subj	cond	item	value	region	Xstart	Xend	Ystart	Yend	fixationtype	order	questionRT	questionAcc
001	1	13	1	4	79	111	0	0	pr	48	NA	NA
001	1	13	0	4	79	111	0	0	rr	48	NA	NA
001	1	13	1616	4	79	111	0	0	tt	48	NA	NA
001	3	15	2	1	0	53	0	0	ff	57	NA	NA
001	3	15	4706	1	0	53	0	0	fp	57	NA	NA
001	3	15	4850	1	0	53	0	0	rp	57	NA	NA
001	3	15	0	1	0	53	0	0	pr	57	NA	NA
001	3	15	0	1	0	53	0	0	rr	57	NA	NA
001	3	15	4706	1	0	53	0	0	tt	57	NA	NA
001	3	15	241	2	53	61	0	0	ff	57	NA	NA
001	3	15	454	2	53	61	0	0	fp	57	NA	NA
001	3	15	454	2	53	61	0	0	rp	57	NA	NA
001	3	15	0	2	53	61	0	0	pr	57	NA	NA
001	3	15	0	2	53	61	0	0	rr	57	NA	NA
001	3	15	454	2	53	61	0	0	tt	57	NA	NA
001	3	15	334	3	61	74	0	0	ff	57	NA	NA
001	3	15	840	3	61	74	0	0	fp	57	NA	NA
001	3	15	840	3	61	74	0	0	rp	57	NA	NA
001	3	15	0	3	61	74	0	0	pr	57	NA	NA
001	3	15	0	3	61	74	0	0	rr	57	NA	NA
001	3	15	840	3	61	74	0	0	tt	57	NA	NA
001	3	15	492	4	74	116	0	0	ff	57	NA	NA
001	3	15	2395	4	74	116	0	0	fp	57	NA	NA
001	3	15	2395	4	74	116	0	0	rp	57	NA	NA
001	3	15	0	4	74	116	0	0	pr	57	NA	NA
001	3	15	0	4	74	116	0	0	rr	57	NA	NA
001	3	15	2395	4	74	116	0	0	tt	57	NA	NA
001	6	12	273	1	0	54	0	0	ff	72	NA	NA
001	6	12	3062	1	0	54	0	0	fp	72	NA	NA
001	6	12	3062	1	0	54	0	0	rp	72	NA	NA
001	6	12	0	1	0	54	0	0	pr	72	NA	NA
001	6	12	0	1	0	54	0	0	rr	72	NA	NA
001	6	12	3062	1	0	54	0	0	tt	72	NA	NA
001	6	12	268	2	54	62	0	0	ff	72	NA	NA
001	6	12	268	2	54	62	0	0	fp	72	NA	NA
